Player Name,Club Name,Standard,Expected,,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG
Josip Juranović,Union Berlin,hr CRO,DF,27,19.7,0,15,2,13.3,0.76,0.10,0.00,0.00,24.6,4,0,1,1.6,0.8,0.05,-1.6,-0.8,Matches
Alex Král,Union Berlin,cz CZE,MF,25,19.2,1,23,7,30.4,1.20,0.37,0.04,0.14,21.6,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
Rani Khedira,Union Berlin,de GER,MF,29,19.0,0,5,1,20.0,0.26,0.05,0.00,0.00,20.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Kevin Behrens,Union Berlin,de GER,FW,32,18.7,4,49,15,30.6,2.62,0.80,0.08,0.27,10.8,0,0,0,7.0,7.0,0.15,-3.0,-3.0,Matches
Kevin Volland,Union Berlin,de GER,"FW,MF",31,18.3,4,35,12,34.3,1.91,0.65,0.06,0.17,19.2,0,2,3,6.0,3.6,0.10,-2.0,-1.6,Matches
Janik Haberer,Union Berlin,de GER,MF,29,17.9,2,21,6,28.6,1.17,0.34,0.10,0.33,19.1,0,0,0,1.1,1.0,0.05,-0.1,0.0,Matches
Aïssa Laïdouni,Union Berlin,tn TUN,MF,26,16.6,0,17,5,29.4,1.02,0.30,0.00,0.00,21.3,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Brenden Aaronson,Union Berlin,us USA,MF,22,16.2,2,22,7,31.8,1.36,0.43,0.09,0.29,17.6,0,0,0,2.5,2.5,0.12,-0.5,-0.5,Matches
Benedict Hollerbach,Union Berlin,de GER,"FW,MF",22,15.1,5,36,10,27.8,2.38,0.66,0.14,0.50,16.1,0,0,0,3.4,3.4,0.10,+1.6,+1.6,Matches
Kevin Vogt,Union Berlin,de GER,DF,31,14.7,0,1,0,0.0,0.07,0.00,0.00,,14.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
András Schäfer,Union Berlin,hu HUN,MF,24,13.5,1,21,5,23.8,1.56,0.37,0.05,0.20,16.9,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
Jérôme Roussillon,Union Berlin,fr FRA,DF,30,13.3,0,10,5,50.0,0.75,0.38,0.00,0.00,21.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Sheraldo Becker,Union Berlin,sr SUR,FW,28,12.9,3,29,11,37.9,2.25,0.85,0.10,0.27,18.3,1,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches
David Datro Fofana,Union Berlin,ci CIV,FW,20,10.8,2,38,17,44.7,3.52,1.58,0.05,0.12,16.0,4,0,0,3.7,3.7,0.11,-1.7,-1.7,Matches
Leonardo Bonucci,Union Berlin,it ITA,DF,36,8.0,1,0,0,,0.00,0.00,,,,0,1,1,0.8,0.0,,+0.2,0.0,Matches
Yorbe Vertessen,Union Berlin,be BEL,"FW,MF",22,6.6,3,24,9,37.5,3.64,1.37,0.13,0.33,16.8,0,0,0,2.7,2.7,0.11,+0.3,+0.3,Matches
Mikkel Kaufmann,Union Berlin,dk DEN,FW,22,5.8,1,15,6,40.0,2.61,1.04,0.07,0.17,15.8,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
Paul Jaeckel,Union Berlin,de GER,DF,25,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Chris Bedia,Union Berlin,ci CIV,"FW,MF",27,1.6,1,3,1,33.3,1.86,0.62,0.33,1.00,16.9,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches
Alexander Schwolow,Union Berlin,de GER,GK,31,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jordan Pefok,Union Berlin,us USA,FW,27,0.6,0,2,1,50.0,3.60,1.80,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aljoscha Kemlein,Union Berlin,de GER,MF,18,0.4,0,1,0,0.0,2.43,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Miloš Pantović,Union Berlin,rs SRB,MF,27,0.2,1,1,1,100.0,6.00,6.00,1.00,1.00,13.2,0,0,0,0.8,0.8,0.76,+0.2,+0.2,Matches
Manuel Riemann,Bochum,de GER,GK,34,34.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bernardo,Bochum,br BRA,DF,28,33.8,1,30,9,30.0,0.89,0.27,0.03,0.11,12.4,0,0,0,1.9,1.9,0.07,-0.9,-0.9,Matches
Kevin Stöger,Bochum,at AUT,MF,29,31.0,7,73,15,20.5,2.36,0.48,0.04,0.20,25.7,13,4,4,6.2,3.1,0.04,+0.8,-0.1,Matches
Anthony Losilla,Bochum,fr FRA,MF,37,29.4,1,30,6,20.0,1.02,0.20,0.03,0.17,18.0,0,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches
Erhan Mašović,Bochum,rs SRB,"DF,MF",24,26.0,0,19,3,15.8,0.73,0.12,0.00,0.00,21.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
Keven Schlotterbeck,Bochum,de GER,DF,26,24.3,5,27,12,44.4,1.11,0.49,0.19,0.42,12.9,0,0,0,2.0,2.0,0.08,+3.0,+3.0,Matches
Takuma Asano,Bochum,jp JPN,"FW,MF",28,23.2,7,67,24,35.8,2.89,1.03,0.10,0.29,14.9,0,0,0,7.9,7.9,0.12,-1.9,-1.9,Matches
Ivan Ordets,Bochum,ua UKR,DF,31,22.2,1,17,6,35.3,0.77,0.27,0.06,0.17,10.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Patrick Osterhage,Bochum,de GER,MF,23,20.9,2,22,3,13.6,1.05,0.14,0.09,0.67,19.5,0,0,0,1.4,1.4,0.06,+0.6,+0.6,Matches
Matúš Bero,Bochum,sk SVK,"MF,FW",27,19.3,1,30,6,20.0,1.56,0.31,0.03,0.17,19.9,0,0,0,2.9,2.9,0.10,-1.9,-1.9,Matches
Philipp Hofmann,Bochum,de GER,FW,30,18.8,4,41,16,39.0,2.18,0.85,0.10,0.25,11.7,0,0,0,4.8,4.8,0.12,-0.8,-0.8,Matches
Moritz Broschinski,Bochum,de GER,FW,22,14.4,2,29,8,27.6,2.01,0.55,0.07,0.25,15.4,0,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches
Christopher Antwi-Adjei,Bochum,gh GHA,"FW,MF",29,14.4,2,31,9,29.0,2.15,0.62,0.06,0.22,18.2,0,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
Cristian Gamboa,Bochum,cr CRC,DF,33,13.7,0,6,1,16.7,0.44,0.07,0.00,0.00,31.2,0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
Maximilian Wittek,Bochum,de GER,"DF,FW",27,11.9,3,26,8,30.8,2.19,0.67,0.12,0.38,25.5,3,0,0,1.3,1.3,0.05,+1.7,+1.7,Matches
Felix Passlack,Bochum,de GER,DF,25,11.5,2,16,3,18.8,1.39,0.26,0.13,0.67,21.0,0,0,0,0.9,0.9,0.06,+1.1,+1.1,Matches
Tim Oermann,Bochum,de GER,DF,19,7.9,0,5,0,0.0,0.63,0.00,0.00,,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Gonçalo Paciência,Bochum,pt POR,"FW,MF",28,7.2,3,38,12,31.6,5.26,1.66,0.08,0.25,17.9,1,0,0,3.0,3.0,0.08,0.0,0.0,Matches
Lukas Daschner,Bochum,de GER,"MF,FW",24,6.5,1,14,5,35.7,2.17,0.77,0.07,0.20,16.7,0,0,0,2.3,2.3,0.18,-1.3,-1.3,Matches
Philipp Förster,Bochum,de GER,"MF,FW",28,4.3,0,6,1,16.7,1.40,0.23,0.00,0.00,19.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Danilo Soares,Bochum,br BRA,DF,31,3.9,0,3,0,0.0,0.77,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Noah Loosli,Bochum,ch SUI,DF,26,3.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Moritz-Broni Kwarteng,Bochum,gh GHA,FW,25,3.1,0,14,3,21.4,4.48,0.96,0.00,0.00,17.5,1,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Andreas Luthe,Bochum,de GER,GK,36,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Simon Zoller,Bochum,de GER,"FW,MF",32,0.9,1,2,2,100.0,2.17,2.17,0.50,0.50,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sebastiano Luperto,Empoli,it ITA,DF,26,38.8,1,19,3,15.8,0.49,0.08,0.05,0.33,15.1,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
Youssef Maleh,Empoli,ma MAR,MF,24,28.9,0,18,2,11.1,0.62,0.07,0.00,0.00,20.1,2,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches
Nicolò Cambiaghi,Empoli,it ITA,"FW,MF",22,28.4,1,71,17,23.9,2.50,0.60,0.01,0.06,19.8,0,0,0,3.9,3.9,0.05,-2.9,-2.9,Matches
Elia Caprile,Empoli,it ITA,GK,21,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ardian Ismajli,Empoli,al ALB,DF,26,23.7,0,6,0,0.0,0.25,0.00,0.00,,10.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Sebastian Walukiewicz,Empoli,pl POL,DF,23,22.8,0,4,2,50.0,0.18,0.09,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Liberato Cacace,Empoli,nz NZL,DF,22,22.0,0,14,3,21.4,0.64,0.14,0.00,0.00,24.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Emmanuel Gyasi,Empoli,gh GHA,"DF,FW",29,21.8,1,16,6,37.5,0.73,0.28,0.06,0.17,10.5,0,0,0,3.5,3.5,0.22,-2.5,-2.5,Matches
Alberto Grassi,Empoli,it ITA,MF,28,21.1,0,23,5,21.7,1.09,0.24,0.00,0.00,20.0,1,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
Răzvan Marin,Empoli,ro ROU,MF,27,20.8,0,35,9,25.7,1.68,0.43,0.00,0.00,29.7,10,0,0,1.1,1.1,0.03,-1.1,-1.1,Matches
Matteo Cancellieri,Empoli,it ITA,"FW,MF",21,19.9,4,40,12,30.0,2.01,0.60,0.10,0.33,16.6,1,0,0,4.7,4.7,0.12,-0.7,-0.7,Matches
Bartosz Bereszyński,Empoli,pl POL,DF,31,19.6,0,3,1,33.3,0.15,0.05,0.00,0.00,27.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Francesco Caputo,Empoli,it ITA,FW,35,15.1,4,24,10,41.7,1.59,0.66,0.13,0.30,11.7,0,1,1,3.4,2.6,0.12,-0.4,-0.6,Matches
Etrit Berisha,Empoli,al ALB,GK,34,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jacopo Fazzini,Empoli,it ITA,MF,20,13.7,1,23,4,17.4,1.68,0.29,0.04,0.25,19.8,2,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Tyronne Ebuehi,Empoli,ng NGA,DF,27,12.8,0,6,1,16.7,0.47,0.08,0.00,0.00,15.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Giuseppe Pezzella,Empoli,it ITA,DF,25,12.4,0,3,2,66.7,0.24,0.16,0.00,0.00,20.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Szymon Żurkowski,Empoli,pl POL,MF,25,9.6,4,16,6,37.5,1.66,0.62,0.25,0.67,18.1,0,0,0,1.0,1.0,0.06,+3.0,+3.0,Matches
Tommaso Baldanzi,Empoli,it ITA,"MF,FW",20,8.3,2,14,6,42.9,1.69,0.72,0.14,0.33,20.0,0,0,0,2.1,2.1,0.15,-0.1,-0.1,Matches
Simone Bastoni,Empoli,it ITA,"MF,DF",26,8.3,1,7,1,14.3,0.85,0.12,0.14,1.00,21.9,2,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
M'Baye Niang,Empoli,sn SEN,FW,28,7.9,6,20,5,25.0,2.54,0.64,0.10,0.40,16.9,0,4,4,5.4,2.3,0.11,+0.6,-0.3,Matches
Viktor Kovalenko,Empoli,ua UKR,MF,27,6.8,1,11,4,36.4,1.62,0.59,0.09,0.25,13.9,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
Alberto Cerri,Empoli,it ITA,FW,27,6.1,1,10,3,30.0,1.65,0.50,0.10,0.33,10.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
Filippo Ranocchia,Empoli,it ITA,"MF,DF",22,5.3,0,6,2,33.3,1.13,0.38,0.00,0.00,26.6,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Steven Shpendi,Empoli,al ALB,"FW,MF",20,4.8,0,7,3,42.9,1.45,0.62,0.00,0.00,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Mattia Destro,Empoli,it ITA,"FW,MF",32,4.1,0,11,4,36.4,2.70,0.98,0.00,0.00,15.0,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Daniel Maldini,Empoli,it ITA,"FW,MF",21,2.9,0,9,2,22.2,3.08,0.68,0.00,0.00,26.4,2,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Roberto Piccoli,Empoli,it ITA,FW,22,1.4,0,3,2,66.7,2.09,1.40,0.00,0.00,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Nicolas Haas,Empoli,ch SUI,MF,27,1.4,0,1,1,100.0,0.73,0.73,0.00,0.00,14.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Samuele Perisan,Empoli,it ITA,GK,25,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Liam Henderson,Empoli,sct SCO,MF,27,0.8,0,1,0,0.0,1.25,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Petar Stojanović,Empoli,si SVN,"DF,MF",27,0.3,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Emmanuel Ekong,Empoli,se SWE,FW,21,0.2,0,1,0,0.0,6.43,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Giacomo Corona,Empoli,it ITA,FW,19,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrea Sodero,Empoli,it ITA,MF,18,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alberto Dossena,Cagliari,it ITA,DF,24,34.4,3,26,7,26.9,0.76,0.20,0.12,0.43,11.3,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
Antoine Makoumbou,Cagliari,cg CGO,MF,25,33.3,1,9,3,33.3,0.27,0.09,0.11,0.33,21.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
Gabriele Zappa,Cagliari,it ITA,DF,23,31.1,1,22,7,31.8,0.71,0.22,0.05,0.14,18.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Simone Scuffet,Cagliari,it ITA,GK,27,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tommaso Augello,Cagliari,it ITA,DF,28,28.2,1,11,3,27.3,0.39,0.11,0.09,0.33,24.1,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Nahitan Nández,Cagliari,uy URU,"MF,DF",27,26.6,2,22,5,22.7,0.83,0.19,0.05,0.20,18.1,0,1,1,3.7,2.9,0.13,-1.7,-1.9,Matches
Zito Luvumbo,Cagliari,ao ANG,"FW,MF",21,23.3,4,55,16,29.1,2.36,0.69,0.07,0.25,17.3,0,0,0,4.0,4.0,0.08,0.0,0.0,Matches
Matteo Prati,Cagliari,it ITA,MF,19,21.9,1,36,10,27.8,1.64,0.46,0.03,0.10,22.6,2,0,0,2.0,2.0,0.06,-1.0,-1.0,Matches
Alessandro Deiola,Cagliari,it ITA,MF,27,19.7,1,28,7,25.0,1.42,0.35,0.04,0.14,17.2,2,0,0,2.5,2.5,0.10,-1.5,-1.5,Matches
Ibrahim Sulemana,Cagliari,gh GHA,MF,20,17.6,2,17,5,29.4,0.97,0.28,0.12,0.40,23.2,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
Nicolas Viola,Cagliari,it ITA,"MF,FW",33,14.3,6,42,13,31.0,2.93,0.91,0.14,0.46,22.3,6,0,1,3.4,2.6,0.07,+1.6,+2.4,Matches
Gaetano Oristanio,Cagliari,it ITA,"FW,MF",20,14.0,2,29,7,24.1,2.07,0.50,0.07,0.29,18.9,1,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches
Gianluca Lapadula,Cagliari,pe PER,FW,33,13.9,4,38,12,31.6,2.74,0.86,0.08,0.25,14.2,2,1,1,4.8,4.1,0.12,-1.8,-2.1,Matches
Adam Obert,Cagliari,sk SVK,DF,20,13.6,0,4,3,75.0,0.29,0.22,0.00,0.00,18.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Yerry Mina,Cagliari,co COL,DF,28,13.5,2,2,1,50.0,0.15,0.07,0.50,1.00,17.2,0,1,1,1.3,0.5,0.25,+0.7,+0.5,Matches
Andrea Petagna,Cagliari,it ITA,FW,28,13.1,1,24,10,41.7,1.83,0.76,0.04,0.10,13.7,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Matches
Mateusz Wieteska,Cagliari,pl POL,DF,26,13.1,0,5,0,0.0,0.38,0.00,0.00,,9.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Paulo Azzi,Cagliari,br BRA,"DF,MF",29,12.3,1,24,3,12.5,1.95,0.24,0.04,0.33,20.0,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
Pantelis Hatzidiakos,Cagliari,gr GRE,DF,26,11.8,0,4,1,25.0,0.34,0.08,0.00,0.00,14.0,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
Eldor Shomurodov,Cagliari,uz UZB,"FW,MF",28,11.6,3,25,8,32.0,2.15,0.69,0.12,0.38,11.9,0,0,0,3.5,3.5,0.19,-0.5,-0.5,Matches
Edoardo Goldaniga,Cagliari,it ITA,DF,29,11.2,0,4,3,75.0,0.36,0.27,0.00,0.00,7.9,0,0,0,0.5,0.5,0.14,-0.5,-0.5,Matches
Jakub Jankto,Cagliari,cz CZE,"MF,FW",27,10.9,1,12,5,41.7,1.10,0.46,0.08,0.20,13.4,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches
Boris Radunović,Cagliari,rs SRB,GK,27,10.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gianluca Gaetano,Cagliari,it ITA,"FW,MF",23,8.3,4,13,5,38.5,1.57,0.60,0.23,0.60,22.5,0,1,1,1.3,0.5,0.04,+2.7,+2.5,Matches
Leonardo Pavoletti,Cagliari,it ITA,FW,34,7.9,4,28,10,35.7,3.54,1.26,0.14,0.40,11.3,0,0,1,2.6,2.6,0.10,+1.4,+1.4,Matches
Alessandro Di Pardo,Cagliari,it ITA,"DF,MF",24,5.4,1,5,1,20.0,0.93,0.19,0.20,1.00,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Marco Mancosu,Cagliari,it ITA,"MF,FW",34,2.5,0,7,0,0.0,2.78,0.00,0.00,,29.7,1,0,1,1.2,0.5,0.08,-1.2,-0.5,Matches
Gastón Pereiro,Cagliari,uy URU,"FW,MF",28,0.8,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Kingstone Mutandwa,Cagliari,zm ZAM,"FW,MF",20,0.4,1,2,1,50.0,4.62,2.31,0.50,1.00,19.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
Simone Aresti,Cagliari,it ITA,GK,37,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Arthur Desmas,Le Havre,fr FRA,GK,29,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gautier Lloris,Le Havre,fr FRA,DF,28,32.9,2,16,4,25.0,0.49,0.12,0.13,0.50,8.4,0,0,0,2.1,2.1,0.13,-0.1,-0.1,Matches
Arouna Sangante,Le Havre,sn SEN,DF,21,30.9,0,17,3,17.6,0.55,0.10,0.00,0.00,15.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Christopher Operi,Le Havre,ci CIV,DF,26,28.2,3,23,9,39.1,0.82,0.32,0.13,0.33,24.3,7,0,0,1.2,1.2,0.05,+1.8,+1.8,Matches
Daler Kuzyaev,Le Havre,ru RUS,MF,30,26.0,3,20,8,40.0,0.77,0.31,0.15,0.38,17.7,0,0,0,1.8,1.8,0.12,+0.2,+0.2,Matches
Abdoulaye Touré,Le Havre,gn GUI,MF,29,25.4,2,31,8,25.8,1.22,0.32,0.00,0.00,27.4,0,2,2,3.0,1.4,0.04,-1.0,-1.4,Matches
Josué Casimir,Le Havre,fr FRA,"FW,DF",21,24.3,0,23,4,17.4,0.95,0.16,0.00,0.00,18.3,0,0,0,1.9,1.9,0.09,-1.9,-1.9,Matches
Etienne Youte Kinkoue,Le Havre,fr FRA,DF,21,23.6,0,8,0,0.0,0.34,0.00,0.00,,11.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Yassine Kechta,Le Havre,ma MAR,MF,21,22.8,2,21,10,47.6,0.92,0.44,0.10,0.20,22.5,0,0,0,1.6,1.6,0.08,+0.4,+0.4,Matches
Loïc Nego,Le Havre,hu HUN,"DF,MF",32,19.5,0,18,4,22.2,0.93,0.21,0.00,0.00,17.0,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
Emmanuel Sabbi,Le Havre,us USA,"FW,MF",25,18.7,5,32,11,34.4,1.71,0.59,0.09,0.27,16.4,0,2,2,4.1,2.5,0.09,+0.9,+0.5,Matches
Yoann Salmier,Le Havre,gf GUF,DF,30,18.4,1,10,5,50.0,0.54,0.27,0.10,0.20,14.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
Mohamed Lamine Bayo,Le Havre,gn GUI,FW,25,15.9,5,43,15,34.9,2.70,0.94,0.07,0.20,13.2,0,2,2,7.2,5.7,0.13,-2.2,-2.7,Matches
André Ayew,Le Havre,gh GHA,FW,33,13.2,6,34,13,38.2,2.58,0.99,0.18,0.46,15.1,1,0,0,3.1,3.1,0.10,+1.9,+1.9,Matches
Oussama Targhalline,Le Havre,ma MAR,MF,21,12.8,0,7,0,0.0,0.55,0.00,0.00,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Nabil Alioui,Le Havre,fr FRA,"MF,FW",24,12.1,4,31,10,32.3,2.55,0.82,0.13,0.40,19.0,1,0,0,2.4,2.4,0.09,+1.6,+1.6,Matches
Antoine Joujou,Le Havre,fr FRA,"FW,MF",20,10.9,1,25,4,16.0,2.30,0.37,0.04,0.25,19.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
Samuel Grandsir,Le Havre,fr FRA,"MF,FW",26,8.3,1,17,5,29.4,2.06,0.60,0.06,0.20,18.5,2,0,1,2.6,1.9,0.13,-1.6,-0.9,Matches
Oualid El Hajjam,Le Havre,ma MAR,"DF,MF",32,7.4,0,12,4,33.3,1.63,0.54,0.00,0.00,19.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Rassoul Ndiaye,Le Havre,sn SEN,"MF,FW",21,6.3,0,7,1,14.3,1.10,0.16,0.00,0.00,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Steve Ngoura,Le Havre,fr FRA,"FW,MF",18,3.4,1,12,4,33.3,3.55,1.18,0.08,0.25,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Mathieu Gorgelin,Le Havre,fr FRA,GK,32,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andy Logbo,Le Havre,fr FRA,FW,19,2.8,0,4,0,0.0,1.45,0.00,0.00,,13.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Issa Soumaré,Le Havre,sn SEN,"FW,MF",22,2.6,0,5,1,20.0,1.90,0.38,0.00,0.00,22.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Mohamed Koné,Le Havre,ci CIV,GK,21,1.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Alois Confais,Le Havre,fr FRA,"MF,FW",26,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nolan Mbemba,Le Havre,cg CGO,MF,28,0.4,1,3,1,33.3,6.75,2.25,0.33,1.00,27.1,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
Simon Ebonog,Le Havre,cm CMR,MF,18,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kandet Diawara,Le Havre,gn GUI,FW,23,0.1,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Matìas Soulé,Frosinone,ar ARG,"FW,MF",20,36.1,11,80,18,22.5,2.22,0.50,0.08,0.33,22.2,7,5,6,10.5,5.7,0.07,+0.5,+0.3,Matches
Caleb Okoli,Frosinone,it ITA,DF,22,35.7,0,13,3,23.1,0.36,0.08,0.00,0.00,11.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Enzo Barrenechea,Frosinone,ar ARG,MF,22,33.1,1,24,5,20.8,0.73,0.15,0.04,0.20,22.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Simone Romagnoli,Frosinone,it ITA,DF,33,32.2,1,12,1,8.3,0.37,0.03,0.08,1.00,8.8,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
Stefano Turati,Frosinone,it ITA,GK,21,31.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marco Brescianini,Frosinone,it ITA,MF,23,28.4,4,32,10,31.3,1.13,0.35,0.13,0.40,19.9,2,0,0,2.3,2.3,0.07,+1.7,+1.7,Matches
Luca Mazzitelli,Frosinone,it ITA,MF,27,27.2,5,54,19,35.2,1.98,0.70,0.09,0.26,23.0,3,0,0,2.3,2.3,0.05,+2.7,+2.7,Matches
Walid Cheddira,Frosinone,ma MAR,FW,25,25.7,8,64,27,42.2,2.49,1.05,0.09,0.22,14.1,0,2,2,9.0,8.2,0.14,-2.0,-2.2,Matches
Pol Lirola,Frosinone,es ESP,DF,25,19.8,2,10,4,40.0,0.51,0.20,0.20,0.50,19.0,0,0,0,1.3,1.3,0.15,+0.7,+0.7,Matches
Ilario Monterisi,Frosinone,it ITA,DF,21,19.7,2,6,3,50.0,0.31,0.15,0.33,0.67,8.7,0,0,0,1.1,1.1,0.22,+0.9,+0.9,Matches
Francesco Gelli,Frosinone,it ITA,"MF,DF",26,19.0,0,11,4,36.4,0.58,0.21,0.00,0.00,18.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Anthony Oyono,Frosinone,ga GAB,DF,22,15.6,0,5,1,20.0,0.32,0.06,0.00,0.00,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Riccardo Marchizza,Frosinone,it ITA,DF,25,14.4,0,9,3,33.3,0.62,0.21,0.00,0.00,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
